epoch,accuracy,loss,val_accuracy,val_loss
0,0.1866319477558136,5.101222991943359,0.2881944477558136,4.778995037078857
1,0.3368055522441864,4.595179080963135,0.3368055522441864,4.361291885375977
2,0.3949652910232544,4.17102575302124,0.4027777910232544,3.9773945808410645
3,0.4461805522441864,3.7935824394226074,0.4409722089767456,3.6441240310668945
4,0.4670138955116272,3.473917007446289,0.4652777910232544,3.3666510581970215
5,0.5251736044883728,3.185164451599121,0.5208333134651184,3.1207234859466553
6,0.5451388955116272,2.9440340995788574,0.5277777910232544,2.9332926273345947
7,0.5911458134651184,2.726945161819458,0.5243055820465088,2.726396322250366
8,0.6067708134651184,2.517369270324707,0.5659722089767456,2.577025890350342
9,0.6388888955116272,2.3535051345825195,0.5729166865348816,2.4079535007476807
10,0.6536458134651184,2.223820209503174,0.5694444179534912,2.31066632270813
11,0.6640625,2.102130889892578,0.6145833134651184,2.2096023559570312
12,0.6979166865348816,1.973448395729065,0.6180555820465088,2.124277353286743
13,0.6970486044883728,1.899242877960205,0.5868055820465088,2.087942123413086
14,0.7161458134651184,1.8145893812179565,0.625,2.043729305267334
15,0.7213541865348816,1.7318408489227295,0.6284722089767456,1.941490650177002
16,0.7413194179534912,1.6533043384552002,0.6597222089767456,1.8826546669006348
17,0.7552083134651184,1.5871847867965698,0.6701388955116272,1.8175190687179565
18,0.7734375,1.5309944152832031,0.6493055820465088,1.8191144466400146
19,0.7786458134651184,1.4832758903503418,0.6875,1.7070116996765137
20,0.7977430820465088,1.4340119361877441,0.6875,1.6655194759368896
21,0.7873263955116272,1.380326271057129,0.6979166865348816,1.6449391841888428
22,0.8003472089767456,1.363152027130127,0.7048611044883728,1.6517589092254639
23,0.7951388955116272,1.305076241493225,0.6944444179534912,1.6394941806793213
24,0.8402777910232544,1.2586232423782349,0.7361111044883728,1.528377652168274
25,0.8168402910232544,1.2369885444641113,0.7118055820465088,1.5352387428283691
26,0.8315972089767456,1.2106647491455078,0.6979166865348816,1.544147253036499
27,0.8420138955116272,1.1452515125274658,0.7222222089767456,1.5226970911026
28,0.8576388955116272,1.1133723258972168,0.7118055820465088,1.5034621953964233
29,0.8689236044883728,1.091227650642395,0.6840277910232544,1.6379436254501343
30,0.8402777910232544,1.1160181760787964,0.6909722089767456,1.590726375579834
31,0.8324652910232544,1.1212973594665527,0.7083333134651184,1.505898356437683
32,0.8506944179534912,1.0570054054260254,0.6944444179534912,1.511362910270691
33,0.8810763955116272,1.0253188610076904,0.6527777910232544,1.5729224681854248
34,0.8619791865348816,1.0215622186660767,0.7326388955116272,1.4316407442092896
35,0.8637152910232544,1.003050684928894,0.7118055820465088,1.4554789066314697
36,0.8862847089767456,0.9406113028526306,0.7013888955116272,1.4547033309936523
37,0.8845486044883728,0.9606753587722778,0.6979166865348816,1.4191747903823853
38,0.8923611044883728,0.9156321287155151,0.7048611044883728,1.3990955352783203
39,0.9097222089767456,0.8895973563194275,0.7222222089767456,1.398666262626648
40,0.9157986044883728,0.8586066961288452,0.7118055820465088,1.428901195526123
41,0.9105902910232544,0.8556711673736572,0.7222222089767456,1.407309889793396
42,0.9166666865348816,0.8319095969200134,0.71875,1.4228174686431885
43,0.9088541865348816,0.8432108163833618,0.7361111044883728,1.3994420766830444
44,0.9097222089767456,0.826228678226471,0.7291666865348816,1.387506365776062
45,0.9131944179534912,0.8089931607246399,0.7291666865348816,1.3951821327209473
46,0.9131944179534912,0.8089154958724976,0.7048611044883728,1.4192352294921875
47,0.9019097089767456,0.8059157133102417,0.7361111044883728,1.325035572052002
48,0.9131944179534912,0.7846936583518982,0.7291666865348816,1.3940470218658447
49,0.9079861044883728,0.7875090837478638,0.71875,1.391463041305542
50,0.9192708134651184,0.7556334733963013,0.7048611044883728,1.3869671821594238
51,0.9322916865348816,0.7382095456123352,0.7361111044883728,1.3693598508834839
52,0.9027777910232544,0.7620713710784912,0.7048611044883728,1.425386905670166
53,0.9227430820465088,0.7399066090583801,0.7291666865348816,1.398812174797058
54,0.9192708134651184,0.7685604095458984,0.75,1.41016685962677
55,0.9184027910232544,0.743661105632782,0.7465277910232544,1.4269481897354126
56,0.9288194179534912,0.7039425373077393,0.6701388955116272,1.5244852304458618
57,0.9166666865348816,0.7474843263626099,0.7152777910232544,1.3979798555374146
58,0.90625,0.7768982648849487,0.6979166865348816,1.3836748600006104
59,0.8949652910232544,0.7923070788383484,0.6979166865348816,1.563529133796692
60,0.9105902910232544,0.7468229532241821,0.6909722089767456,1.4969713687896729
61,0.9166666865348816,0.7386219501495361,0.7291666865348816,1.409590721130371
62,0.9192708134651184,0.7198300957679749,0.6666666865348816,1.5844526290893555
63,0.90625,0.742046594619751,0.7048611044883728,1.419590711593628
64,0.9279513955116272,0.719710648059845,0.7604166865348816,1.3002368211746216
65,0.9383680820465088,0.6848718523979187,0.7118055820465088,1.4068413972854614
66,0.9418402910232544,0.6709296703338623,0.7395833134651184,1.2890461683273315
67,0.9375,0.671050488948822,0.7222222089767456,1.3555588722229004
68,0.9366319179534912,0.6634657979011536,0.71875,1.4151768684387207
69,0.9296875,0.6542811989784241,0.6944444179534912,1.3287272453308105
70,0.9296875,0.654091477394104,0.6944444179534912,1.384351134300232
71,0.9262152910232544,0.6632061004638672,0.7118055820465088,1.3361600637435913
72,0.9305555820465088,0.6401335597038269,0.7430555820465088,1.2796885967254639
73,0.9348958134651184,0.642352283000946,0.7361111044883728,1.216522216796875
74,0.9314236044883728,0.6350501179695129,0.7152777910232544,1.376647710800171
75,0.9192708134651184,0.6392419934272766,0.7013888955116272,1.4323039054870605
76,0.9444444179534912,0.6130004525184631,0.7465277910232544,1.2737218141555786
77,0.9496527910232544,0.6051549315452576,0.7430555820465088,1.2809045314788818
78,0.9513888955116272,0.5903963446617126,0.7291666865348816,1.2874975204467773
79,0.9244791865348816,0.6255818605422974,0.71875,1.4077585935592651
80,0.9314236044883728,0.6272104382514954,0.6840277910232544,1.4062484502792358
81,0.9487847089767456,0.578558623790741,0.71875,1.3190178871154785
82,0.9418402910232544,0.5802127718925476,0.7256944179534912,1.3240687847137451
83,0.9522569179534912,0.5713948607444763,0.7326388955116272,1.271278977394104
